state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,7680690.0,3683465.0,2635610.0,59266.0
Illinois,17,12645065.0,6073821.0,4097876.0,74901.0
California,06,41020990.0,19913673.0,13017480.0,291408.0
Arizona,04,6970425.0,3037050.0,2222457.0,33626.0
Massachusetts,25,7875910.0,4039602.0,2745439.0,71627.0
Wisconsin,55,5466295.0,2713044.0,2183603.0,35797.0
Texas,48,27082705.0,11359643.0,8365487.0,152584.0
Nebraska,31,1824230.0,850815.0,681718.0,10229.0
Utah,49,2705330.0,1305141.0,827388.0,18155.0
Oregon,41,4149115.0,1962341.0,1391319.0,33166.0
Florida,12,21683965.0,9264665.0,6664283.0,125626.0
New York,36,19888915.0,9589582.0,7324286.0,163113.0
Rhode Island,44,1253565.0,572337.0,415637.0,8407.0
Georgia,13,9888925.0,3786912.0,2763645.0,47809.0
New Hampshire,33,1391005.0,831667.0,411500.0,3044.0
North Carolina,37,10218770.0,4198889.0,3281376.0,61484.0
New Jersey,34,9329435.0,4721500.0,3462111.0,65780.0
Colorado,08,5772220.0,2760181.0,2045903.0,46177.0
Maryland,24,6486220.0,3018167.0,2188349.0,38949.0
Nevada,32,2596330.0,1251787.0,922995.0,17085.0
Tennessee,47,5596570.0,2399811.0,1802156.0,33637.0
Hawaii,15,1557800.0,766427.0,524415.0,7909.0
Indiana,18,5676850.0,2501046.0,1940977.0,38753.0
Kentucky,21,4054915.0,1869737.0,1487289.0,18665.0
Minnesota,27,5277650.0,2736078.0,2064938.0,40487.0
Oklahoma,40,3794655.0,1547206.0,1218612.0,11952.0
Pennsylvania,42,13321225.0,6601129.0,4433300.0,101947.0
South Carolina,45,4689915.0,1921015.0,1488726.0,21308.0
District of Columbia,11,904745.0,350697.0,227589.0,5092.0
Kansas,20,2788595.0,1260478.0,970096.0,12605.0
Missouri,29,5403045.0,2361539.0,1796371.0,29289.0
Vermont,50,733340.0,367932.0,253677.0,7159.0
Virginia,51,8536635.0,4165000.0,3048290.0,71861.0
Connecticut,09,4021155.0,2014587.0,1493571.0,30557.0
Iowa,19,2935265.0,1421845.0,1153092.0,20641.0
Louisiana,22,3715320.0,1534669.0,1303293.0,14905.0
Ohio,39,10911905.0,4820880.0,3990903.0,62012.0
Michigan,26,9937440.0,4365369.0,3413191.0,60841.0
South Dakota,46,905395.0,400536.0,341966.0,4059.0
Arkansas,05,2659090.0,1094338.0,813144.0,12634.0
Delaware,10,1041915.0,467051.0,338973.0,6439.0
Mississippi,28,2476805.0,939823.0,729619.0,8686.0
New Mexico,35,2099475.0,1094583.0,835272.0,14690.0
North Dakota,38,653100.0,302407.0,255367.0,1947.0
Wyoming,56,486635.0,198930.0,165555.0,1427.0
Alaska,02,776005.0,310415.0,265869.0,2358.0
Maine,23,1481440.0,758875.0,573346.0,11678.0
Alabama,01,4225140.0,1619783.0,1201303.0,16178.0
Idaho,16,1470715.0,620577.0,508582.0,7106.0
Montana,30,1013305.0,443989.0,359511.0,4747.0
West Virginia,54,1670775.0,648151.0,561952.0,5263.0
