state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,8615640.0,4148931.0,3317253.0,64040.0
Illinois,17,13785635.0,6719819.0,4886096.0,77222.0
California,06,46220830.0,21818408.0,16311760.0,276166.0
Arizona,04,7678675.0,3283433.0,2540723.0,28973.0
Massachusetts,25,8968160.0,4453702.0,3463828.0,57125.0
Wisconsin,55,5838765.0,2902335.0,2519993.0,26049.0
Texas,48,29660595.0,12401893.0,9878166.0,142243.0
Nebraska,31,1971150.0,914345.0,795904.0,10361.0
Utah,49,3044940.0,1414227.0,1002111.0,18704.0
Oregon,41,4927655.0,2230196.0,1777764.0,31735.0
Florida,12,23218725.0,10228992.0,8035859.0,115828.0
New York,36,22118775.0,10495694.0,8747146.0,131958.0
Rhode Island,44,1441235.0,625771.0,526132.0,8379.0
Georgia,13,10533755.0,4107587.0,3257623.0,40827.0
New Hampshire,33,1644425.0,872075.0,558517.0,18302.0
North Carolina,37,11092210.0,4457874.0,3696623.0,34259.0
New Jersey,34,10712655.0,5181964.0,4163503.0,59386.0
Colorado,08,6621280.0,3027641.0,2504451.0,36320.0
Maryland,24,7603410.0,3343619.0,2727931.0,40336.0
Nevada,32,2812740.0,1361706.0,1091048.0,13432.0
Tennessee,47,5960840.0,2618389.0,2112158.0,23033.0
Hawaii,15,1767560.0,912172.0,654699.0,13117.0
Indiana,18,6232460.0,2740144.0,2301734.0,30492.0
Kentucky,21,4254525.0,2017726.0,1672101.0,17263.0
Minnesota,27,6075430.0,2992058.0,2497666.0,37328.0
Oklahoma,40,3894555.0,1619959.0,1311415.0,8743.0
Pennsylvania,42,14630805.0,7257639.0,5326245.0,81931.0
South Carolina,45,4975315.0,2057174.0,1687194.0,16199.0
District of Columbia,11,1008855.0,393181.0,310905.0,6948.0
Kansas,20,2932335.0,1335534.0,1090377.0,8527.0
Missouri,29,5813565.0,2534769.0,2056145.0,21539.0
Vermont,50,855540.0,429773.0,322688.0,8464.0
Virginia,51,9517055.0,4567382.0,3675180.0,59473.0
Connecticut,09,4418395.0,2182355.0,1816180.0,24231.0
Iowa,19,3215445.0,1519485.0,1340627.0,15148.0
Louisiana,22,3853090.0,1628171.0,1416765.0,12979.0
Ohio,39,11732115.0,5216803.0,4564584.0,48517.0
Michigan,26,10950450.0,4750912.0,4062590.0,52307.0
South Dakota,46,931135.0,419452.0,370256.0,2197.0
Arkansas,05,2741670.0,1166144.0,912124.0,8347.0
Delaware,10,1181435.0,512594.0,401016.0,5361.0
Mississippi,28,2571575.0,988028.0,788181.0,5826.0
New Mexico,35,2224285.0,1178247.0,970617.0,11231.0
North Dakota,38,676250.0,316226.0,273967.0,1687.0
Wyoming,56,501825.0,210179.0,180182.0,1332.0
Alaska,02,802575.0,330605.0,282727.0,2053.0
Maine,23,1732380.0,825083.0,697614.0,10626.0
Alabama,01,4476640.0,1746820.0,1407769.0,13689.0
Idaho,16,1578235.0,658646.0,570768.0,4651.0
Montana,30,1068745.0,472146.0,398098.0,3020.0
West Virginia,54,1799335.0,708560.0,600173.0,5117.0
