state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,6515670.0,3264075.0,2205939.0,75677.0
Illinois,17,11157935.0,5551826.0,3475056.0,126571.0
California,06,35512950.0,17946815.0,10667085.0,382776.0
Arizona,04,6236505.0,2832476.0,1918341.0,54802.0
Massachusetts,25,6623650.0,3548972.0,2201911.0,81626.0
Wisconsin,55,4836095.0,2553420.0,1845764.0,62547.0
Texas,48,23429775.0,10567699.0,7023472.0,196535.0
Nebraska,31,1660600.0,811583.0,574166.0,11920.0
Utah,49,2342070.0,1205933.0,688267.0,26964.0
Oregon,41,3503745.0,1729523.0,1141576.0,38384.0
Florida,12,19210955.0,8496266.0,5578946.0,184891.0
New York,36,17275725.0,8724403.0,5989190.0,187131.0
Rhode Island,44,1026595.0,510243.0,352039.0,10478.0
Georgia,13,8700275.0,3565858.0,2263940.0,80955.0
New Hampshire,33,1187515.0,802260.0,397718.0,6404.0
North Carolina,37,8941400.0,3940549.0,2784904.0,75101.0
New Jersey,34,7823305.0,4310474.0,2873499.0,92048.0
Colorado,08,4923030.0,2541410.0,1636956.0,60260.0
Maryland,24,5479380.0,2739764.0,1846977.0,67508.0
Nevada,32,2367120.0,1162079.0,786816.0,21167.0
Tennessee,47,5305300.0,2254548.0,1507366.0,43777.0
Hawaii,15,1362400.0,684126.0,457517.0,29523.0
Indiana,18,5150080.0,2314154.0,1630002.0,41121.0
Kentucky,21,3690745.0,1776472.0,1313783.0,31653.0
Minnesota,27,4600770.0,2485545.0,1739383.0,49086.0
Oklahoma,40,3637775.0,1489601.0,1091114.0,21338.0
Pennsylvania,42,11575915.0,5912750.0,3684394.0,141399.0
South Carolina,45,4239835.0,1809407.0,1263362.0,28852.0
District of Columbia,11,777625.0,310555.0,182609.0,8243.0
Kansas,20,2558035.0,1206150.0,833899.0,21476.0
Missouri,29,5061805.0,2182594.0,1519831.0,46239.0
Vermont,50,623570.0,310949.0,209578.0,7185.0
Virginia,51,7362905.0,3778473.0,2483778.0,85810.0
Connecticut,09,3686495.0,1835971.0,1223146.0,40810.0
Iowa,19,2639305.0,1332458.0,955820.0,24822.0
Louisiana,22,3587450.0,1465586.0,1161411.0,24264.0
Ohio,39,9922715.0,4548910.0,3363933.0,99852.0
Michigan,26,8633580.0,4028963.0,2830069.0,90407.0
South Dakota,46,844705.0,386737.0,294304.0,5842.0
Arkansas,05,2552980.0,1039897.0,698740.0,18072.0
Delaware,10,893875.0,428683.0,275559.0,9861.0
Mississippi,28,2357695.0,897932.0,662463.0,12744.0
New Mexico,35,1969105.0,1030900.0,721522.0,17411.0
North Dakota,38,624340.0,292833.0,235778.0,4064.0
Wyoming,56,473415.0,192173.0,150279.0,2483.0
Alaska,02,756585.0,298047.0,244728.0,4098.0
Maine,23,1241960.0,689753.0,476842.0,14384.0
Alabama,01,3898820.0,1531741.0,1033996.0,26294.0
Idaho,16,1373415.0,587763.0,441364.0,10436.0
Montana,30,939325.0,421707.0,311968.0,6852.0
West Virginia,54,1607885.0,628685.0,507602.0,8780.0
