state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,8615640.0,4117599.0,3273072.0,65455.0
Illinois,17,13785635.0,6678706.0,4847686.0,83436.0
California,06,46220830.0,21686713.0,16098049.0,285578.0
Arizona,04,7678675.0,3264181.0,2522197.0,29454.0
Massachusetts,25,8968160.0,4434625.0,3430364.0,59786.0
Wisconsin,55,5838765.0,2886457.0,2503394.0,26887.0
Texas,48,29660595.0,12332445.0,9812817.0,151375.0
Nebraska,31,1971150.0,910797.0,791775.0,9313.0
Utah,49,3044940.0,1414005.0,1001964.0,18713.0
Oregon,41,4927655.0,2215447.0,1753699.0,32457.0
Florida,12,23218725.0,10180237.0,7985126.0,102958.0
New York,36,22118775.0,10426932.0,8679824.0,131850.0
Rhode Island,44,1441235.0,622575.0,522443.0,9408.0
Georgia,13,10533755.0,4093508.0,3236398.0,36165.0
New Hampshire,33,1644425.0,869618.0,556922.0,18263.0
North Carolina,37,11092210.0,4438842.0,3674663.0,34978.0
New Jersey,34,10712655.0,5157479.0,4135717.0,60572.0
Colorado,08,6621280.0,3011347.0,2487412.0,39734.0
Maryland,24,7603410.0,3326608.0,2706687.0,41659.0
Nevada,32,2812740.0,1354773.0,1082900.0,14164.0
Tennessee,47,5960840.0,2606937.0,2099426.0,28265.0
Hawaii,15,1767560.0,911567.0,653864.0,13124.0
Indiana,18,6232460.0,2727465.0,2282947.0,31585.0
Kentucky,21,4254525.0,2007363.0,1664330.0,18025.0
Minnesota,27,6075430.0,2976790.0,2476452.0,39357.0
Oklahoma,40,3894555.0,1615092.0,1306759.0,9300.0
Pennsylvania,42,14630805.0,7228573.0,5290521.0,87667.0
South Carolina,45,4975315.0,2048466.0,1679297.0,17172.0
District of Columbia,11,1008855.0,390523.0,306573.0,8052.0
Kansas,20,2932335.0,1328474.0,1083918.0,8342.0
Missouri,29,5813565.0,2525528.0,2048498.0,24623.0
Vermont,50,855540.0,425085.0,317242.0,8307.0
Virginia,51,9517055.0,4544186.0,3645792.0,57983.0
Connecticut,09,4418395.0,2181139.0,1814854.0,29125.0
Iowa,19,3215445.0,1512053.0,1330456.0,15823.0
Louisiana,22,3853090.0,1622351.0,1411085.0,11478.0
Ohio,39,11732115.0,5189607.0,4540497.0,50672.0
Michigan,26,10950450.0,4726417.0,4029544.0,54115.0
South Dakota,46,931135.0,419122.0,370054.0,2226.0
Arkansas,05,2741670.0,1161133.0,907318.0,8748.0
Delaware,10,1181435.0,508973.0,396604.0,5265.0
Mississippi,28,2571575.0,987702.0,787935.0,5830.0
New Mexico,35,2224285.0,1167850.0,958928.0,9700.0
North Dakota,38,676250.0,315058.0,272862.0,1635.0
Wyoming,56,501825.0,210083.0,180097.0,1333.0
Alaska,02,802575.0,328869.0,281611.0,2115.0
Maine,23,1732380.0,824404.0,696581.0,10466.0
Alabama,01,4476640.0,1736645.0,1396990.0,11621.0
Idaho,16,1578235.0,655579.0,567354.0,4789.0
Montana,30,1068745.0,471950.0,397967.0,3684.0
West Virginia,54,1799335.0,705493.0,599305.0,5133.0
