state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,8380210.0,3988475.0,3112485.0,58117.0
Illinois,17,13306375.0,6479402.0,4676621.0,72647.0
California,06,44976950.0,21168286.0,15391309.0,269324.0
Arizona,04,7469565.0,3197814.0,2457180.0,26387.0
Massachusetts,25,8651950.0,4328468.0,3259602.0,55172.0
Wisconsin,55,5696535.0,2820948.0,2438063.0,25700.0
Texas,48,28735365.0,12017212.0,9505017.0,146758.0
Nebraska,31,1947700.0,892754.0,773286.0,6717.0
Utah,49,2934050.0,1378044.0,962040.0,14116.0
Oregon,41,4723175.0,2152671.0,1670204.0,31668.0
Florida,12,22612025.0,9894458.0,7708335.0,115068.0
New York,36,21227485.0,10142382.0,8370512.0,117234.0
Rhode Island,44,1359095.0,607256.0,505752.0,10904.0
Georgia,13,10223635.0,4002403.0,3133560.0,36258.0
New Hampshire,33,1524585.0,817350.0,485455.0,9293.0
North Carolina,37,10886100.0,4357615.0,3592831.0,35086.0
New Jersey,34,10192505.0,5020196.0,3965605.0,55508.0
Colorado,08,6477190.0,2923899.0,2393650.0,35809.0
Maryland,24,7247020.0,3244111.0,2592361.0,43818.0
Nevada,32,2752080.0,1319636.0,1049676.0,16140.0
Tennessee,47,5828160.0,2550592.0,2048916.0,30954.0
Hawaii,15,1691760.0,883783.0,625841.0,12501.0
Indiana,18,6051890.0,2658592.0,2203604.0,32163.0
Kentucky,21,4174555.0,1955185.0,1624639.0,15007.0
Minnesota,27,5879800.0,2893450.0,2370898.0,35760.0
Oklahoma,40,3862965.0,1591345.0,1284957.0,8964.0
Pennsylvania,42,14166565.0,7038721.0,5071114.0,81395.0
South Carolina,45,4855305.0,2008472.0,1641574.0,16030.0
District of Columbia,11,968865.0,383078.0,289882.0,8228.0
Kansas,20,2894765.0,1304916.0,1064359.0,8383.0
Missouri,29,5675825.0,2468472.0,2005281.0,22807.0
Vermont,50,819950.0,408974.0,299815.0,6419.0
Virginia,51,9257095.0,4409155.0,3483545.0,50076.0
Connecticut,09,4282495.0,2127484.0,1745551.0,26817.0
Iowa,19,3135395.0,1479457.0,1294912.0,14406.0
Louisiana,22,3798220.0,1592554.0,1383370.0,10415.0
Ohio,39,11344735.0,5059492.0,4436209.0,47247.0
Michigan,26,10577110.0,4607412.0,3892532.0,51989.0
South Dakota,46,922975.0,411587.0,364162.0,2392.0
Arkansas,05,2720190.0,1138400.0,886519.0,9089.0
Delaware,10,1122975.0,496857.0,385329.0,4726.0
Mississippi,28,2539975.0,975579.0,778532.0,4893.0
New Mexico,35,2178715.0,1145094.0,936258.0,11661.0
North Dakota,38,670640.0,310007.0,268635.0,1556.0
Wyoming,56,495435.0,205728.0,176951.0,1105.0
Alaska,02,794195.0,321664.0,277461.0,1705.0
Maine,23,1645830.0,800275.0,669080.0,9607.0
Alabama,01,4389040.0,1709333.0,1362380.0,18807.0
Idaho,16,1543915.0,644589.0,553850.0,4721.0
Montana,30,1049545.0,461593.0,389396.0,3605.0
West Virginia,54,1754185.0,685272.0,589709.0,4497.0
