state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,6446970.0,3214063.0,2163875.0,73032.0
Illinois,17,10936675.0,5486321.0,3403952.0,126092.0
California,06,35048770.0,17777363.0,10493528.0,448969.0
Arizona,04,6070975.0,2805338.0,1883233.0,54571.0
Massachusetts,25,6520590.0,3497850.0,2156940.0,81782.0
Wisconsin,55,4783195.0,2523931.0,1790190.0,61747.0
Texas,48,23207205.0,10477069.0,6882900.0,201380.0
Nebraska,31,1629900.0,808937.0,567788.0,14602.0
Utah,49,2326870.0,1191054.0,668588.0,26634.0
Oregon,41,3486345.0,1686522.0,1093608.0,32242.0
Florida,12,18941505.0,8416172.0,5458313.0,186583.0
New York,36,16989215.0,8636314.0,5874354.0,189692.0
Rhode Island,44,1017205.0,503512.0,348690.0,10943.0
Georgia,13,8608795.0,3538315.0,2202939.0,83235.0
New Hampshire,33,1181245.0,800725.0,395833.0,9598.0
North Carolina,37,8696660.0,3904155.0,2728719.0,77107.0
New Jersey,34,7729345.0,4255550.0,2811184.0,89644.0
Colorado,08,4890000.0,2518244.0,1596141.0,60061.0
Maryland,24,5368850.0,2703216.0,1805523.0,68341.0
Nevada,32,2333230.0,1152360.0,776174.0,22379.0
Tennessee,47,5253610.0,2237492.0,1474314.0,45368.0
Hawaii,15,1357760.0,676072.0,451914.0,29961.0
Indiana,18,5102410.0,2293628.0,1598850.0,43159.0
Kentucky,21,3620485.0,1763720.0,1284621.0,32939.0
Minnesota,27,4566270.0,2457509.0,1701368.0,48876.0
Oklahoma,40,3622435.0,1484401.0,1078042.0,22935.0
Pennsylvania,42,11398645.0,5796239.0,3566747.0,131840.0
South Carolina,45,4219665.0,1797673.0,1239512.0,30060.0
District of Columbia,11,737115.0,305618.0,178088.0,8190.0
Kansas,20,2493465.0,1196349.0,814109.0,22796.0
Missouri,29,4922515.0,2163123.0,1489436.0,46992.0
Vermont,50,616260.0,308465.0,207703.0,7746.0
Virginia,51,7285025.0,3730515.0,2418109.0,88988.0
Connecticut,09,3588735.0,1815120.0,1200180.0,43003.0
Iowa,19,2619655.0,1320622.0,936258.0,25022.0
Louisiana,22,3569610.0,1458030.0,1139692.0,24751.0
Ohio,39,9838365.0,4509033.0,3281245.0,99326.0
Michigan,26,8545180.0,3977656.0,2765862.0,90723.0
South Dakota,46,841165.0,384292.0,286542.0,5552.0
Arkansas,05,2504630.0,1033132.0,683800.0,18842.0
Delaware,10,880165.0,423046.0,268625.0,10115.0
Mississippi,28,2343765.0,892394.0,652463.0,13229.0
New Mexico,35,1958235.0,1022968.0,704616.0,17657.0
North Dakota,38,620830.0,291189.0,231490.0,4218.0
Wyoming,56,472815.0,191282.0,148035.0,2905.0
Alaska,02,751205.0,296911.0,242474.0,4331.0
Maine,23,1233010.0,681926.0,464656.0,14476.0
Alabama,01,3825010.0,1518928.0,1010415.0,26702.0
Idaho,16,1350455.0,583492.0,433065.0,10712.0
Montana,30,934615.0,418158.0,307002.0,7177.0
West Virginia,54,1591345.0,625613.0,494705.0,8781.0
