state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,8399010.0,4010086.0,3143761.0,59488.0
Illinois,17,13391435.0,6498878.0,4702349.0,70278.0
California,06,45321600.0,21273160.0,15541344.0,278632.0
Arizona,04,7538145.0,3212922.0,2470567.0,27498.0
Massachusetts,25,8690900.0,4345993.0,3286210.0,53046.0
Wisconsin,55,5759845.0,2830527.0,2448099.0,25785.0
Texas,48,29014615.0,12094067.0,9586146.0,150381.0
Nebraska,31,1953120.0,892850.0,773454.0,6720.0
Utah,49,2972640.0,1384225.0,968814.0,15893.0
Oregon,41,4831335.0,2165015.0,1686285.0,30535.0
Florida,12,22668395.0,9934559.0,7765264.0,113079.0
New York,36,21486425.0,10212130.0,8450267.0,121817.0
Rhode Island,44,1400955.0,609063.0,508155.0,10829.0
Georgia,13,10332775.0,4004000.0,3134850.0,30420.0
New Hampshire,33,1568765.0,841022.0,515707.0,16521.0
North Carolina,37,10908060.0,4377152.0,3610460.0,35714.0
New Jersey,34,10294265.0,5055013.0,4010836.0,57904.0
Colorado,08,6503100.0,2944194.0,2415380.0,38053.0
Maryland,24,7325250.0,3277888.0,2639693.0,47932.0
Nevada,32,2754520.0,1324736.0,1055068.0,15866.0
Tennessee,47,5838250.0,2560618.0,2060155.0,30526.0
Hawaii,15,1700050.0,891467.0,632594.0,13888.0
Indiana,18,6060300.0,2670371.0,2220826.0,31961.0
Kentucky,21,4184375.0,1963569.0,1633543.0,15173.0
Minnesota,27,5954490.0,2904156.0,2391511.0,35525.0
Oklahoma,40,3867475.0,1595677.0,1289116.0,8934.0
Pennsylvania,42,14320745.0,7090220.0,5135168.0,87205.0
South Carolina,45,4873635.0,2012792.0,1646147.0,15364.0
District of Columbia,11,977815.0,384233.0,293149.0,7347.0
Kansas,20,2898875.0,1309123.0,1069440.0,7902.0
Missouri,29,5707035.0,2477687.0,2015135.0,21824.0
Vermont,50,839700.0,410604.0,301979.0,5994.0
Virginia,51,9269395.0,4443050.0,3526849.0,53950.0
Connecticut,09,4327815.0,2135973.0,1757184.0,26595.0
Iowa,19,3160085.0,1484010.0,1300473.0,14549.0
Louisiana,22,3803830.0,1597539.0,1389079.0,10267.0
Ohio,39,11436655.0,5081857.0,4458088.0,45494.0
Michigan,26,10649250.0,4628676.0,3919803.0,52318.0
South Dakota,46,925815.0,412782.0,364898.0,2442.0
Arkansas,05,2721900.0,1142312.0,890328.0,8822.0
Delaware,10,1142295.0,498600.0,387630.0,4676.0
Mississippi,28,2544285.0,978175.0,780885.0,5541.0
New Mexico,35,2200355.0,1149260.0,941868.0,11950.0
North Dakota,38,672440.0,310678.0,269237.0,1614.0
Wyoming,56,497775.0,205862.0,177096.0,940.0
Alaska,02,797805.0,323863.0,278305.0,1937.0
Maine,23,1675440.0,803237.0,673768.0,9585.0
Alabama,01,4393980.0,1709761.0,1362834.0,16353.0
Idaho,16,1553895.0,646734.0,556924.0,4764.0
Montana,30,1057875.0,463506.0,390654.0,3688.0
West Virginia,54,1756155.0,688938.0,591684.0,4580.0
