state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,7368520.0,3629546.0,2565503.0,66756.0
Illinois,17,12180665.0,6002941.0,3988677.0,84992.0
California,06,39630080.0,19673364.0,12626301.0,318725.0
Arizona,04,6652295.0,3004111.0,2171573.0,37787.0
Massachusetts,25,7459960.0,3965973.0,2630867.0,78246.0
Wisconsin,55,5279725.0,2693450.0,2133837.0,38738.0
Texas,48,25514685.0,11226347.0,8081630.0,168987.0
Nebraska,31,1787950.0,844498.0,666483.0,11791.0
Utah,49,2556860.0,1274676.0,781686.0,18900.0
Oregon,41,3902545.0,1927088.0,1344028.0,35935.0
Florida,12,20888605.0,9116787.0,6461145.0,136806.0
New York,36,19018995.0,9424141.0,6993909.0,172633.0
Rhode Island,44,1151925.0,566581.0,404012.0,9800.0
Georgia,13,9483435.0,3755963.0,2700803.0,64319.0
New Hampshire,33,1331925.0,827362.0,408894.0,3424.0
North Carolina,37,9907630.0,4167819.0,3192010.0,61755.0
New Jersey,34,8769895.0,4646283.0,3316641.0,70645.0
Colorado,08,5425720.0,2714585.0,1948978.0,47140.0
Maryland,24,6148520.0,2982925.0,2125592.0,51094.0
Nevada,32,2540440.0,1238938.0,896881.0,17639.0
Tennessee,47,5555100.0,2374198.0,1735542.0,33223.0
Hawaii,15,1480670.0,761766.0,521634.0,12918.0
Indiana,18,5530460.0,2471929.0,1879763.0,40284.0
Kentucky,21,3979265.0,1853204.0,1451815.0,19073.0
Minnesota,27,5030120.0,2705585.0,2014101.0,43982.0
Oklahoma,40,3775865.0,1536721.0,1198516.0,13372.0
Pennsylvania,42,12877055.0,6479070.0,4264320.0,107661.0
South Carolina,45,4577065.0,1904815.0,1459528.0,29125.0
District of Columbia,11,864815.0,346567.0,219876.0,6240.0
Kansas,20,2760075.0,1250860.0,948920.0,13440.0
Missouri,29,5355995.0,2342222.0,1748586.0,32377.0
Vermont,50,694440.0,358437.0,245497.0,7450.0
Virginia,51,8229955.0,4089457.0,2928642.0,71930.0
Connecticut,09,3915915.0,1990235.0,1437969.0,32505.0
Iowa,19,2825705.0,1409459.0,1122814.0,22601.0
Louisiana,22,3679770.0,1506718.0,1250722.0,10011.0
Ohio,39,10644875.0,4777810.0,3906991.0,70120.0
Michigan,26,9500250.0,4319183.0,3316035.0,68588.0
South Dakota,46,904095.0,398028.0,335209.0,4493.0
Arkansas,05,2644650.0,1083702.0,792348.0,13644.0
Delaware,10,982455.0,462816.0,331610.0,8591.0
Mississippi,28,2465195.0,926138.0,708566.0,10184.0
New Mexico,35,2059345.0,1085496.0,816727.0,14851.0
North Dakota,38,645930.0,300753.0,253174.0,2135.0
Wyoming,56,483195.0,197374.0,162356.0,1409.0
Alaska,02,769205.0,308656.0,263603.0,3187.0
Maine,23,1407470.0,741589.0,540375.0,13216.0
Alabama,01,4130550.0,1603454.0,1168235.0,21299.0
Idaho,16,1437665.0,613819.0,499730.0,7517.0
Montana,30,999975.0,440756.0,352927.0,5625.0
West Virginia,54,1658905.0,644165.0,553809.0,6643.0
