state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,8050430.0,3830473.0,2851804.0,63884.0
Illinois,17,12960975.0,6251125.0,4382645.0,84845.0
California,06,43009640.0,20468459.0,14158881.0,309119.0
Arizona,04,7105815.0,3116726.0,2349371.0,36667.0
Massachusetts,25,8302250.0,4193220.0,2999270.0,78228.0
Wisconsin,55,5608775.0,2758923.0,2315628.0,34030.0
Texas,48,27689175.0,11574600.0,8875272.0,150489.0
Nebraska,31,1880490.0,875302.0,742686.0,14919.0
Utah,49,2816640.0,1340220.0,897836.0,20144.0
Oregon,41,4416135.0,2060754.0,1529708.0,40413.0
Florida,12,22125845.0,9567391.0,7195443.0,155908.0
New York,36,20351075.0,9824699.0,7842123.0,156390.0
Rhode Island,44,1307655.0,587319.0,450262.0,8507.0
Georgia,13,9966255.0,3900185.0,2977408.0,51874.0
New Hampshire,33,1451135.0,783511.0,452421.0,-678.0
North Carolina,37,10498470.0,4261037.0,3437717.0,44151.0
New Jersey,34,9570595.0,4858702.0,3715081.0,74977.0
Colorado,08,6040220.0,2831594.0,2230840.0,50990.0
Maryland,24,6759460.0,3124921.0,2394695.0,51971.0
Nevada,32,2665710.0,1283645.0,986771.0,17983.0
Tennessee,47,5673640.0,2464168.0,1920942.0,38492.0
Hawaii,15,1599940.0,837890.0,581683.0,19318.0
Indiana,18,5820840.0,2574797.0,2061307.0,39354.0
Kentucky,21,4101945.0,1909997.0,1558848.0,21031.0
Minnesota,27,5500880.0,2805983.0,2203606.0,37969.0
Oklahoma,40,3839935.0,1564846.0,1248187.0,10367.0
Pennsylvania,42,13625925.0,6793943.0,4724261.0,95442.0
South Carolina,45,4753605.0,1961147.0,1571394.0,22963.0
District of Columbia,11,926085.0,366484.0,252382.0,7259.0
Kansas,20,2842595.0,1280132.0,1027386.0,14120.0
Missouri,29,5526305.0,2407186.0,1904026.0,29268.0
Vermont,50,768920.0,388794.0,273004.0,6964.0
Virginia,51,8951685.0,4282205.0,3248806.0,65586.0
Connecticut,09,4098555.0,2060086.0,1620658.0,32862.0
Iowa,19,2990235.0,1447014.0,1223229.0,18229.0
Louisiana,22,3764480.0,1560515.0,1342255.0,20455.0
Ohio,39,11073765.0,4926014.0,4234849.0,64130.0
Michigan,26,10295950.0,4474136.0,3648246.0,64020.0
South Dakota,46,913275.0,404468.0,353443.0,3031.0
Arkansas,05,2697960.0,1112883.0,846788.0,10776.0
Delaware,10,1061855.0,482604.0,365865.0,7179.0
Mississippi,28,2503565.0,959682.0,758688.0,8219.0
New Mexico,35,2140875.0,1116460.0,880151.0,12744.0
North Dakota,38,660750.0,305846.0,262479.0,2094.0
Wyoming,56,491155.0,202262.0,172302.0,1734.0
Alaska,02,781245.0,314577.0,271486.0,1840.0
Maine,23,1547860.0,776791.0,620289.0,11620.0
Alabama,01,4295160.0,1658191.0,1273999.0,18461.0
Idaho,16,1513055.0,631872.0,532092.0,6751.0
Montana,30,1029765.0,451067.0,373165.0,4023.0
West Virginia,54,1705485.0,664799.0,575682.0,5173.0
