state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,8143740.0,3864410.0,2921812.0,63130.0
Illinois,17,13017785.0,6303613.0,4472084.0,82029.0
California,06,43446290.0,20623587.0,14471012.0,298328.0
Arizona,04,7347655.0,3133742.0,2380200.0,33915.0
Massachusetts,25,8378640.0,4225852.0,3087288.0,73545.0
Wisconsin,55,5620435.0,2771820.0,2351070.0,31583.0
Texas,48,28232055.0,11663719.0,9058956.0,140172.0
Nebraska,31,1886260.0,877638.0,749896.0,13195.0
Utah,49,2893160.0,1347636.0,916716.0,17759.0
Oregon,41,4482115.0,2084544.0,1572905.0,40937.0
Florida,12,22341735.0,9655320.0,7359406.0,149261.0
New York,36,20878375.0,9898395.0,8011020.0,136481.0
Rhode Island,44,1344815.0,591296.0,460011.0,9011.0
Georgia,13,10097845.0,3935412.0,3037554.0,58303.0
New Hampshire,33,1503825.0,806543.0,478289.0,5993.0
North Carolina,37,10615150.0,4282082.0,3491025.0,41544.0
New Jersey,34,9932665.0,4896860.0,3796892.0,68419.0
Colorado,08,6271330.0,2847869.0,2271616.0,43329.0
Maryland,24,6962150.0,3152888.0,2466731.0,57433.0
Nevada,32,2673630.0,1292498.0,1007414.0,16882.0
Tennessee,47,5727160.0,2480854.0,1953189.0,33112.0
Hawaii,15,1636880.0,845900.0,592676.0,21231.0
Indiana,18,5877350.0,2598461.0,2106606.0,37315.0
Kentucky,21,4125365.0,1920800.0,1580321.0,19034.0
Minnesota,27,5694500.0,2826997.0,2255008.0,38726.0
Oklahoma,40,3844535.0,1571930.0,1260212.0,9223.0
Pennsylvania,42,13870505.0,6866823.0,4842853.0,92002.0
South Carolina,45,4803955.0,1972337.0,1591804.0,21407.0
District of Columbia,11,945685.0,371201.0,261129.0,7812.0
Kansas,20,2856065.0,1287998.0,1040979.0,13410.0
Missouri,29,5588965.0,2419947.0,1939858.0,28029.0
Vermont,50,792320.0,394534.0,279619.0,6977.0
Virginia,51,9021665.0,4311838.0,3325691.0,58230.0
Connecticut,09,4139135.0,2072166.0,1656431.0,30621.0
Iowa,19,3076105.0,1452950.0,1241247.0,16717.0
Louisiana,22,3775620.0,1569918.0,1356658.0,12549.0
Ohio,39,11200305.0,4957157.0,4303920.0,61963.0
Michigan,26,10435450.0,4504927.0,3724513.0,60856.0
South Dakota,46,916555.0,405892.0,356620.0,2726.0
Arkansas,05,2707150.0,1119545.0,859154.0,9737.0
Delaware,10,1100125.0,485440.0,372385.0,7559.0
Mississippi,28,2520735.0,960093.0,759328.0,6920.0
New Mexico,35,2157365.0,1123386.0,902795.0,13277.0
North Dakota,38,663320.0,306982.0,264447.0,2096.0
Wyoming,56,491795.0,202831.0,173312.0,1623.0
Alaska,02,790995.0,315883.0,273310.0,1706.0
Maine,23,1594490.0,782500.0,635150.0,11056.0
Alabama,01,4322400.0,1678119.0,1314534.0,22667.0
Idaho,16,1524185.0,636000.0,538266.0,6195.0
Montana,30,1040525.0,453478.0,378056.0,3763.0
West Virginia,54,1720265.0,670529.0,580790.0,5380.0
