state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,6984940.0,3417581.0,2346508.0,75085.0
Illinois,17,11525575.0,5747399.0,3685636.0,110285.0
California,06,37589380.0,18786817.0,11476524.0,383386.0
Arizona,04,6403785.0,2911060.0,2028087.0,51362.0
Massachusetts,25,6979520.0,3726523.0,2374818.0,88471.0
Wisconsin,55,5185505.0,2615301.0,1955380.0,51017.0
Texas,48,24079945.0,10849586.0,7404324.0,192552.0
Nebraska,31,1744730.0,823722.0,603909.0,11933.0
Utah,49,2440580.0,1234547.0,722108.0,21504.0
Oregon,41,3735745.0,1811978.0,1228652.0,40358.0
Florida,12,19934465.0,8755697.0,5946271.0,173147.0
New York,36,17783255.0,8989922.0,6330749.0,164660.0
Rhode Island,44,1082735.0,546687.0,370331.0,12113.0
Georgia,13,9007905.0,3639372.0,2421923.0,68153.0
New Hampshire,33,1249845.0,811776.0,401091.0,3401.0
North Carolina,37,9420170.0,4057006.0,2913705.0,69296.0
New Jersey,34,8200165.0,4473776.0,3050496.0,90993.0
Colorado,08,5129330.0,2619556.0,1767903.0,55430.0
Maryland,24,5686710.0,2848195.0,1957062.0,64236.0
Nevada,32,2478100.0,1196360.0,820830.0,18343.0
Tennessee,47,5398370.0,2302554.0,1592705.0,41649.0
Hawaii,15,1416860.0,721016.0,483260.0,14920.0
Indiana,18,5414600.0,2373803.0,1710566.0,39364.0
Kentucky,21,3860005.0,1807447.0,1369640.0,26674.0
Minnesota,27,4763780.0,2580663.0,1843034.0,50693.0
Oklahoma,40,3710395.0,1508513.0,1138340.0,18077.0
Pennsylvania,42,11928615.0,6151465.0,3903690.0,143686.0
South Carolina,45,4369935.0,1854582.0,1355898.0,28593.0
District of Columbia,11,784105.0,326687.0,199548.0,7978.0
Kansas,20,2580145.0,1223021.0,879588.0,19118.0
Missouri,29,5100595.0,2274732.0,1607386.0,47071.0
Vermont,50,651190.0,332511.0,224807.0,7444.0
Virginia,51,7892675.0,3921634.0,2657944.0,85038.0
Connecticut,09,3794605.0,1907736.0,1306500.0,39645.0
Iowa,19,2711175.0,1367822.0,1017291.0,24926.0
Louisiana,22,3615450.0,1486493.0,1208193.0,21382.0
Ohio,39,10244735.0,4643330.0,3601998.0,92995.0
Michigan,26,9199070.0,4155224.0,3015497.0,89352.0
South Dakota,46,872085.0,391687.0,309655.0,5867.0
Arkansas,05,2614560.0,1055239.0,732746.0,16081.0
Delaware,10,930785.0,443905.0,297377.0,9526.0
Mississippi,28,2382275.0,911491.0,685690.0,11712.0
New Mexico,35,2031135.0,1051555.0,749802.0,15084.0
North Dakota,38,627810.0,295888.0,243992.0,3548.0
Wyoming,56,476385.0,194585.0,155503.0,2276.0
Alaska,02,760525.0,301212.0,249547.0,3223.0
Maine,23,1318350.0,713103.0,503312.0,13704.0
Alabama,01,4009430.0,1558652.0,1079815.0,24561.0
Idaho,16,1399745.0,597725.0,465169.0,9454.0
Montana,30,965225.0,427992.0,327287.0,6164.0
West Virginia,54,1628435.0,633533.0,521809.0,7524.0
