state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,7942520.0,3805794.0,2819264.0,59191.0
Illinois,17,12855545.0,6220006.0,4338243.0,77187.0
California,06,42020680.0,20393934.0,14028824.0,293713.0
Arizona,04,7081205.0,3096670.0,2322939.0,33564.0
Massachusetts,25,8068900.0,4173417.0,2962840.0,75534.0
Wisconsin,55,5555605.0,2755296.0,2306597.0,33098.0
Texas,48,27376675.0,11537922.0,8806632.0,146842.0
Nebraska,31,1851220.0,871251.0,734231.0,13310.0
Utah,49,2733780.0,1312235.0,842220.0,13680.0
Oregon,41,4219185.0,2046143.0,1509212.0,38971.0
Florida,12,22007995.0,9522200.0,7129654.0,147489.0
New York,36,20122975.0,9791125.0,7765458.0,157693.0
Rhode Island,44,1289815.0,585277.0,441665.0,7923.0
Georgia,13,9921025.0,3883754.0,2956409.0,53758.0
New Hampshire,33,1422785.0,782578.0,451731.0,-372.0
North Carolina,37,10441180.0,4257200.0,3428207.0,46266.0
New Jersey,34,9490755.0,4841583.0,3684900.0,75818.0
Colorado,08,5861710.0,2821440.0,2204647.0,50381.0
Maryland,24,6647830.0,3112874.0,2363446.0,50855.0
Nevada,32,2636770.0,1278860.0,981087.0,17005.0
Tennessee,47,5671770.0,2454282.0,1911401.0,37043.0
Hawaii,15,1565860.0,832882.0,577721.0,18343.0
Indiana,18,5727410.0,2565461.0,2048655.0,38203.0
Kentucky,21,4092275.0,1900008.0,1546045.0,19511.0
Minnesota,27,5348340.0,2798792.0,2187582.0,36518.0
Oklahoma,40,3834415.0,1563343.0,1245782.0,10195.0
Pennsylvania,42,13571705.0,6751378.0,4662628.0,91162.0
South Carolina,45,4728205.0,1955848.0,1562287.0,21294.0
District of Columbia,11,918975.0,363961.0,248353.0,6404.0
Kansas,20,2826985.0,1276977.0,1022189.0,13637.0
Missouri,29,5508655.0,2400614.0,1895142.0,28743.0
Vermont,50,757120.0,386379.0,270812.0,7167.0
Virginia,51,8689335.0,4266751.0,3218647.0,65202.0
Connecticut,09,4077035.0,2053599.0,1604622.0,31766.0
Iowa,19,2973685.0,1444752.0,1217278.0,18240.0
Louisiana,22,3754030.0,1557991.0,1338783.0,20042.0
Ohio,39,11024855.0,4898308.0,4197239.0,58535.0
Michigan,26,10065270.0,4455395.0,3621896.0,60383.0
South Dakota,46,910375.0,403535.0,351404.0,2956.0
Arkansas,05,2677170.0,1109772.0,843372.0,10766.0
Delaware,10,1057915.0,480333.0,362306.0,6804.0
Mississippi,28,2496365.0,951856.0,747996.0,9113.0
New Mexico,35,2112295.0,1114569.0,878160.0,12590.0
North Dakota,38,654800.0,305803.0,262443.0,2143.0
Wyoming,56,490875.0,201174.0,170130.0,1638.0
Alaska,02,777945.0,314070.0,270922.0,1757.0
Maine,23,1520230.0,769063.0,598235.0,10934.0
Alabama,01,4277330.0,1657672.0,1273670.0,20899.0
Idaho,16,1490225.0,626210.0,519255.0,4431.0
Montana,30,1024695.0,450385.0,372268.0,3948.0
West Virginia,54,1682345.0,660914.0,573458.0,4807.0
