state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,8206980.0,3885721.0,2962272.0,62882.0
Illinois,17,13143195.0,6330161.0,4516845.0,77446.0
California,06,43976220.0,20694881.0,14640733.0,278877.0
Arizona,04,7417255.0,3142269.0,2396726.0,31473.0
Massachusetts,25,8435810.0,4240870.0,3126883.0,66503.0
Wisconsin,55,5640625.0,2780322.0,2376435.0,30001.0
Texas,48,28474075.0,11714260.0,9156193.0,133044.0
Nebraska,31,1894490.0,879765.0,755723.0,12517.0
Utah,49,2908580.0,1352037.0,928347.0,19968.0
Oregon,41,4501785.0,2096501.0,1592964.0,40035.0
Florida,12,22482555.0,9696388.0,7437086.0,138343.0
New York,36,21037975.0,9943227.0,8093911.0,132954.0
Rhode Island,44,1350905.0,593817.0,471623.0,9547.0
Georgia,13,10159755.0,3952119.0,3064613.0,46235.0
New Hampshire,33,1513425.0,808746.0,479672.0,9004.0
North Carolina,37,10687660.0,4293827.0,3520841.0,38698.0
New Jersey,34,10005875.0,4918197.0,3841128.0,63495.0
Colorado,08,6335310.0,2862255.0,2307952.0,42427.0
Maryland,24,7040650.0,3173378.0,2502077.0,50957.0
Nevada,32,2705030.0,1296725.0,1016557.0,15719.0
Tennessee,47,5762400.0,2490594.0,1969982.0,28933.0
Hawaii,15,1652620.0,851363.0,595526.0,7403.0
Indiana,18,5927240.0,2609929.0,2133785.0,34246.0
Kentucky,21,4151085.0,1926862.0,1591177.0,18087.0
Minnesota,27,5737890.0,2837045.0,2285389.0,44261.0
Oklahoma,40,3851825.0,1575654.0,1266945.0,8938.0
Pennsylvania,42,13988115.0,6896760.0,4889879.0,86329.0
South Carolina,45,4827755.0,1978433.0,1602108.0,19040.0
District of Columbia,11,958095.0,373491.0,265177.0,7774.0
Kansas,20,2876225.0,1291346.0,1047374.0,10487.0
Missouri,29,5641555.0,2425424.0,1952734.0,26375.0
Vermont,50,796140.0,397152.0,282876.0,7012.0
Virginia,51,9107325.0,4330824.0,3370252.0,55377.0
Connecticut,09,4200875.0,2078246.0,1676325.0,28621.0
Iowa,19,3086355.0,1456896.0,1253317.0,15798.0
Louisiana,22,3789000.0,1574575.0,1363710.0,11693.0
Ohio,39,11272375.0,4978466.0,4340110.0,57167.0
Michigan,26,10489310.0,4520552.0,3768758.0,56750.0
South Dakota,46,919125.0,406941.0,358626.0,2532.0
Arkansas,05,2714140.0,1122780.0,866686.0,9520.0
Delaware,10,1114215.0,487833.0,375104.0,5870.0
Mississippi,28,2526875.0,965569.0,766964.0,5933.0
New Mexico,35,2165115.0,1127199.0,911391.0,12462.0
North Dakota,38,664790.0,307756.0,265936.0,1860.0
Wyoming,56,492695.0,203422.0,174440.0,1270.0
Alaska,02,792055.0,316924.0,274293.0,1677.0
Maine,23,1608860.0,785948.0,645605.0,10612.0
Alabama,01,4348790.0,1687875.0,1334176.0,19034.0
Idaho,16,1529175.0,638168.0,543103.0,5959.0
Montana,30,1042195.0,455075.0,381326.0,3702.0
West Virginia,54,1728495.0,674232.0,584294.0,5409.0
