state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,7048310.0,3447001.0,2371675.0,74034.0
Illinois,17,11699875.0,5788236.0,3728480.0,110229.0
California,06,37945460.0,18913274.0,11618186.0,375225.0
Arizona,04,6525095.0,2926506.0,2052084.0,49861.0
Massachusetts,25,7048920.0,3770163.0,2418822.0,89657.0
Wisconsin,55,5186705.0,2624085.0,1977896.0,50696.0
Texas,48,24993025.0,10915947.0,7512024.0,189987.0
Nebraska,31,1753610.0,829507.0,616624.0,13147.0
Utah,49,2477050.0,1243921.0,737028.0,22257.0
Oregon,41,3801565.0,1827620.0,1242716.0,40659.0
Florida,12,20210185.0,8819692.0,6033594.0,171188.0
New York,36,18194675.0,9065115.0,6435452.0,165432.0
Rhode Island,44,1094235.0,549164.0,374665.0,12207.0
Georgia,13,9110285.0,3661495.0,2470926.0,68552.0
New Hampshire,33,1264745.0,813444.0,402306.0,2984.0
North Carolina,37,9462050.0,4062728.0,2923242.0,61834.0
New Jersey,34,8296605.0,4508353.0,3099737.0,89025.0
Colorado,08,5234840.0,2639720.0,1792395.0,54540.0
Maryland,24,5750030.0,2874422.0,1987755.0,61963.0
Nevada,32,2496000.0,1201880.0,828359.0,17950.0
Tennessee,47,5451530.0,2314380.0,1615795.0,40147.0
Hawaii,15,1437480.0,729041.0,490217.0,15122.0
Indiana,18,5431110.0,2389840.0,1735367.0,39636.0
Kentucky,21,3871875.0,1814329.0,1383438.0,26368.0
Minnesota,27,4909860.0,2600299.0,1866380.0,51377.0
Oklahoma,40,3719965.0,1513189.0,1150151.0,17742.0
Pennsylvania,42,12260615.0,6204777.0,3956547.0,132692.0
South Carolina,45,4443785.0,1860517.0,1369231.0,28360.0
District of Columbia,11,813075.0,330670.0,202688.0,8033.0
Kansas,20,2677465.0,1228189.0,890014.0,18617.0
Missouri,29,5168575.0,2283985.0,1629572.0,45424.0
Vermont,50,660990.0,335642.0,226800.0,7562.0
Virginia,51,7927215.0,3945339.0,2690087.0,83505.0
Connecticut,09,3800005.0,1923029.0,1327319.0,39552.0
Iowa,19,2744445.0,1372631.0,1025468.0,24260.0
Louisiana,22,3633820.0,1491946.0,1221651.0,20877.0
Ohio,39,10340475.0,4664034.0,3644587.0,89642.0
Michigan,26,9281270.0,4187013.0,3072860.0,88267.0
South Dakota,46,882185.0,392554.0,312997.0,5902.0
Arkansas,05,2626760.0,1060712.0,743022.0,15427.0
Delaware,10,944785.0,447134.0,304057.0,9580.0
Mississippi,28,2391815.0,914846.0,691913.0,11151.0
New Mexico,35,2037745.0,1055793.0,755789.0,14827.0
North Dakota,38,631580.0,296538.0,244760.0,3349.0
Wyoming,56,477985.0,194680.0,155665.0,2279.0
Alaska,02,765635.0,301770.0,250694.0,2645.0
Maine,23,1336750.0,719284.0,510245.0,14602.0
Alabama,01,4033570.0,1568315.0,1098820.0,23898.0
Idaho,16,1405215.0,600385.0,470312.0,9253.0
Montana,30,975905.0,429556.0,331209.0,6229.0
West Virginia,54,1636815.0,635460.0,525298.0,7182.0
