state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,8316630.0,3972049.0,3089183.0,59438.0
Illinois,17,13306375.0,6460412.0,4661795.0,78070.0
California,06,44241580.0,21092951.0,15287883.0,271943.0
Arizona,04,7465065.0,3188365.0,2449013.0,29486.0
Massachusetts,25,8523650.0,4316739.0,3243966.0,59190.0
Wisconsin,55,5693955.0,2816047.0,2435051.0,26358.0
Texas,48,28654065.0,11966680.0,9455859.0,147204.0
Nebraska,31,1912970.0,890017.0,771037.0,7656.0
Utah,49,2933850.0,1352594.0,928948.0,17115.0
Oregon,41,4539165.0,2140584.0,1656877.0,32330.0
Florida,12,22546275.0,9858497.0,7667248.0,118952.0
New York,36,21214365.0,10107731.0,8321690.0,120499.0
Rhode Island,44,1357925.0,604806.0,498493.0,11087.0
Georgia,13,10223535.0,4001973.0,3133196.0,40369.0
New Hampshire,33,1524445.0,815221.0,483812.0,8986.0
North Carolina,37,10876760.0,4347792.0,3587027.0,34698.0
New Jersey,34,10138285.0,5004560.0,3941273.0,56494.0
Colorado,08,6403480.0,2914464.0,2380766.0,37737.0
Maryland,24,7154150.0,3231842.0,2575259.0,45806.0
Nevada,32,2727720.0,1315517.0,1046594.0,16496.0
Tennessee,47,5806670.0,2545494.0,2044935.0,32140.0
Hawaii,15,1657410.0,880868.0,623006.0,12966.0
Indiana,18,5987240.0,2653142.0,2196547.0,33014.0
Kentucky,21,4173955.0,1950084.0,1620902.0,16251.0
Minnesota,27,5776950.0,2886623.0,2362139.0,36683.0
Oklahoma,40,3860065.0,1589343.0,1283509.0,9013.0
Pennsylvania,42,14115885.0,7010884.0,5032660.0,86751.0
South Carolina,45,4855205.0,2002988.0,1636837.0,16574.0
District of Columbia,11,960675.0,381520.0,286901.0,8509.0
Kansas,20,2888985.0,1302672.0,1062451.0,8811.0
Missouri,29,5674925.0,2463204.0,2001604.0,23612.0
Vermont,50,808250.0,406709.0,296399.0,6236.0
Virginia,51,9189605.0,4396825.0,3465698.0,52219.0
Connecticut,09,4238825.0,2118098.0,1737243.0,27449.0
Iowa,19,3099895.0,1474941.0,1291090.0,14381.0
Louisiana,22,3797620.0,1580779.0,1371788.0,7807.0
Ohio,39,11344535.0,5045592.0,4424053.0,51319.0
Michigan,26,10576610.0,4592874.0,3881437.0,53966.0
South Dakota,46,922975.0,410356.0,363211.0,2501.0
Arkansas,05,2720090.0,1136470.0,885128.0,9301.0
Delaware,10,1122975.0,495609.0,384270.0,5250.0
Mississippi,28,2529915.0,966236.0,767726.0,4628.0
New Mexico,35,2169015.0,1142921.0,934402.0,11554.0
North Dakota,38,664790.0,309962.0,268603.0,1551.0
Wyoming,56,495435.0,204668.0,175780.0,1269.0
Alaska,02,792755.0,321214.0,277105.0,1747.0
Maine,23,1628280.0,790930.0,654748.0,10385.0
Alabama,01,4373130.0,1699915.0,1350830.0,16077.0
Idaho,16,1539755.0,643832.0,553039.0,7071.0
Montana,30,1049245.0,459999.0,388079.0,3370.0
West Virginia,54,1731955.0,682941.0,588566.0,4818.0
