state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,7770610.0,3711299.0,2672653.0,56477.0
Illinois,17,12784035.0,6112154.0,4166511.0,73768.0
California,06,41640640.0,20047379.0,13269518.0,306331.0
Arizona,04,7029325.0,3053333.0,2248015.0,32954.0
Massachusetts,25,7921710.0,4081217.0,2808123.0,73708.0
Wisconsin,55,5509645.0,2724270.0,2216399.0,32903.0
Texas,48,27265505.0,11413686.0,8507634.0,142723.0
Nebraska,31,1846800.0,853824.0,691749.0,12017.0
Utah,49,2714140.0,1305359.0,827573.0,18144.0
Oregon,41,4186565.0,1979576.0,1413377.0,32705.0
Florida,12,21941005.0,9332355.0,6792148.0,132080.0
New York,36,20001845.0,9642901.0,7427595.0,152117.0
Rhode Island,44,1257465.0,574599.0,424191.0,7902.0
Georgia,13,9913265.0,3830155.0,2850374.0,53555.0
New Hampshire,33,1397885.0,776135.0,447391.0,-47.0
North Carolina,37,10275290.0,4216849.0,3325515.0,56857.0
New Jersey,34,9378655.0,4755104.0,3531018.0,67363.0
Colorado,08,5822000.0,2774918.0,2088505.0,46468.0
Maryland,24,6524920.0,3055421.0,2253129.0,43038.0
Nevada,32,2605490.0,1259626.0,937081.0,16619.0
Tennessee,47,5620520.0,2416367.0,1841115.0,35827.0
Hawaii,15,1564690.0,824696.0,568637.0,20612.0
Indiana,18,5696710.0,2522544.0,1978478.0,39467.0
Kentucky,21,4082135.0,1877172.0,1503235.0,17271.0
Minnesota,27,5311180.0,2736645.0,2066477.0,31900.0
Oklahoma,40,3803605.0,1551885.0,1226729.0,11642.0
Pennsylvania,42,13378425.0,6647012.0,4507142.0,100985.0
South Carolina,45,4703815.0,1931871.0,1509990.0,21131.0
District of Columbia,11,916875.0,354000.0,231572.0,5152.0
Kansas,20,2808805.0,1266656.0,994177.0,14328.0
Missouri,29,5438155.0,2371232.0,1817658.0,28024.0
Vermont,50,742300.0,371158.0,256757.0,6879.0
Virginia,51,8573865.0,4194146.0,3103009.0,68969.0
Connecticut,09,4034395.0,2025677.0,1522810.0,30925.0
Iowa,19,2955125.0,1427971.0,1169842.0,19911.0
Louisiana,22,3727300.0,1541192.0,1314693.0,17335.0
Ohio,39,10974945.0,4849517.0,4053597.0,59216.0
Michigan,26,9994590.0,4393499.0,3475474.0,59760.0
South Dakota,46,907395.0,401430.0,345389.0,3614.0
Arkansas,05,2666140.0,1098559.0,820992.0,12152.0
Delaware,10,1052635.0,473436.0,348871.0,7252.0
Mississippi,28,2490385.0,947646.0,741553.0,7830.0
New Mexico,35,2109155.0,1100463.0,847535.0,14371.0
North Dakota,38,653100.0,303352.0,258207.0,1913.0
Wyoming,56,487055.0,200309.0,168356.0,1642.0
Alaska,02,777445.0,311397.0,266960.0,2321.0
Maine,23,1487690.0,763790.0,586959.0,11445.0
Alabama,01,4241420.0,1636710.0,1240335.0,19313.0
Idaho,16,1488765.0,623037.0,514436.0,6937.0
Montana,30,1016055.0,446164.0,362861.0,4376.0
West Virginia,54,1679795.0,650400.0,567054.0,4341.0
