state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,8093760.0,3842954.0,2882380.0,63706.0
Illinois,17,12997565.0,6276591.0,4420751.0,87174.0
California,06,43174930.0,20534647.0,14283807.0,306629.0
Arizona,04,7329395.0,3124285.0,2362912.0,36376.0
Massachusetts,25,8339400.0,4209145.0,3041527.0,78252.0
Wisconsin,55,5614595.0,2764195.0,2329097.0,33841.0
Texas,48,28126035.0,11620495.0,8962867.0,144775.0
Nebraska,31,1881900.0,875406.0,743042.0,13893.0
Utah,49,2848080.0,1340344.0,898019.0,16688.0
Oregon,41,4472215.0,2072983.0,1553061.0,41258.0
Florida,12,22293525.0,9608209.0,7264532.0,154214.0
New York,36,20590825.0,9863188.0,7929487.0,148783.0
Rhode Island,44,1323195.0,589180.0,453167.0,8626.0
Georgia,13,10047675.0,3917176.0,3003804.0,51312.0
New Hampshire,33,1478845.0,786618.0,454458.0,-459.0
North Carolina,37,10527250.0,4269241.0,3461240.0,43021.0
New Jersey,34,9752805.0,4877903.0,3759173.0,71811.0
Colorado,08,6172420.0,2838073.0,2250378.0,47852.0
Maryland,24,6847180.0,3140470.0,2432372.0,51087.0
Nevada,32,2668170.0,1287018.0,995821.0,18022.0
Tennessee,47,5709230.0,2472752.0,1936506.0,37116.0
Hawaii,15,1609930.0,840262.0,583992.0,19338.0
Indiana,18,5857790.0,2585495.0,2080805.0,38805.0
Kentucky,21,4112165.0,1915189.0,1569598.0,20732.0
Minnesota,27,5659110.0,2815775.0,2226892.0,38862.0
Oklahoma,40,3843035.0,1568102.0,1253618.0,9661.0
Pennsylvania,42,13807225.0,6820328.0,4774078.0,92475.0
South Carolina,45,4770545.0,1965916.0,1580061.0,23035.0
District of Columbia,11,940325.0,369925.0,258321.0,7957.0
Kansas,20,2853325.0,1285014.0,1035381.0,14366.0
Missouri,29,5578665.0,2413505.0,1923254.0,29636.0
Vermont,50,779270.0,391858.0,276965.0,7227.0
Virginia,51,8989665.0,4296807.0,3284108.0,64138.0
Connecticut,09,4123395.0,2065427.0,1636981.0,32297.0
Iowa,19,3031255.0,1449312.0,1229761.0,17741.0
Louisiana,22,3771800.0,1565284.0,1349012.0,22043.0
Ohio,39,11144835.0,4943822.0,4273076.0,65423.0
Michigan,26,10412010.0,4488318.0,3679877.0,63396.0
South Dakota,46,916355.0,404929.0,354554.0,2898.0
Arkansas,05,2701850.0,1116295.0,852811.0,10532.0
Delaware,10,1080765.0,484079.0,368580.0,6845.0
Mississippi,28,2517255.0,959905.0,759007.0,7014.0
New Mexico,35,2146765.0,1119152.0,884819.0,12499.0
North Dakota,38,663320.0,306183.0,262933.0,1993.0
Wyoming,56,491255.0,202711.0,173179.0,1639.0
Alaska,02,790295.0,315132.0,272256.0,1800.0
Maine,23,1566570.0,778753.0,626413.0,11318.0
Alabama,01,4311320.0,1664353.0,1286565.0,17244.0
Idaho,16,1514565.0,633792.0,534981.0,6604.0
Montana,30,1036785.0,451916.0,374928.0,3942.0
West Virginia,54,1715285.0,667266.0,578137.0,5773.0
