state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,7203050.0,3524503.0,2454705.0,73135.0
Illinois,17,12065595.0,5883255.0,3855677.0,100500.0
California,06,38918500.0,19178415.0,11945441.0,356625.0
Arizona,04,6610725.0,2960823.0,2106896.0,45756.0
Massachusetts,25,7304740.0,3858300.0,2506657.0,87365.0
Wisconsin,55,5241375.0,2656544.0,2054388.0,45166.0
Texas,48,25401725.0,11092489.0,7826009.0,191712.0
Nebraska,31,1782480.0,833481.0,626635.0,10487.0
Utah,49,2540220.0,1254664.0,749770.0,15806.0
Oregon,41,3853745.0,1869063.0,1284955.0,39543.0
Florida,12,20748875.0,8939454.0,6224705.0,156839.0
New York,36,18743625.0,9258652.0,6721308.0,180265.0
Rhode Island,44,1130875.0,556126.0,387339.0,12043.0
Georgia,13,9368775.0,3709017.0,2591190.0,68163.0
New Hampshire,33,1304835.0,818454.0,404833.0,3088.0
North Carolina,37,9698070.0,4108050.0,3029981.0,58801.0
New Jersey,34,8623605.0,4582214.0,3202180.0,83118.0
Colorado,08,5395910.0,2677574.0,1856500.0,53491.0
Maryland,24,6023530.0,2933421.0,2065479.0,58712.0
Nevada,32,2519320.0,1219581.0,857021.0,18408.0
Tennessee,47,5510930.0,2339881.0,1671930.0,36818.0
Hawaii,15,1474560.0,745506.0,504812.0,15272.0
Indiana,18,5479210.0,2423986.0,1804874.0,40175.0
Kentucky,21,3930655.0,1834755.0,1420964.0,23621.0
Minnesota,27,4972860.0,2646741.0,1926862.0,49786.0
Oklahoma,40,3740005.0,1522909.0,1172022.0,16610.0
Pennsylvania,42,12618775.0,6326613.0,4092041.0,116014.0
South Carolina,45,4523435.0,1881335.0,1407621.0,31444.0
District of Columbia,11,863315.0,337803.0,210078.0,7569.0
Kansas,20,2749525.0,1238463.0,916534.0,15271.0
Missouri,29,5325495.0,2310678.0,1680768.0,42153.0
Vermont,50,682870.0,343866.0,232682.0,8099.0
Virginia,51,8073915.0,4019353.0,2802389.0,80111.0
Connecticut,09,3875845.0,1952869.0,1372774.0,37649.0
Iowa,19,2801085.0,1389825.0,1066664.0,24294.0
Louisiana,22,3668620.0,1498488.0,1237494.0,15872.0
Ohio,39,10538425.0,4720523.0,3769101.0,83859.0
Michigan,26,9418050.0,4253463.0,3180171.0,80578.0
South Dakota,46,899255.0,395076.0,324779.0,5491.0
Arkansas,05,2636070.0,1071773.0,765888.0,14151.0
Delaware,10,976405.0,454621.0,316204.0,9254.0
Mississippi,28,2433685.0,925448.0,707684.0,10333.0
New Mexico,35,2056105.0,1066741.0,779361.0,13462.0
North Dakota,38,643330.0,298958.0,249623.0,3048.0
Wyoming,56,479485.0,196453.0,160656.0,2182.0
Alaska,02,769205.0,305395.0,256564.0,2749.0
Maine,23,1367680.0,734290.0,528743.0,13611.0
Alabama,01,4088030.0,1589518.0,1143488.0,23076.0
Idaho,16,1421185.0,605950.0,482267.0,8450.0
Montana,30,988645.0,435149.0,342212.0,6261.0
West Virginia,54,1649555.0,641217.0,543800.0,6993.0
